m4top,ht,njet,nbjet,nlep,met,met_phi,lep_pt0,lep_pt1,lep_pt2,lep_pt3,lep_pt4,lep_eta0,lep_eta1,lep_eta2,lep_eta3,lep_eta4,lep_phi0,lep_phi1,lep_phi2,lep_phi3,lep_phi4,jet_pt0,jet_pt1,jet_pt2,jet_pt3,jet_pt4,jet_pt5,jet_pt6,jet_pt7,jet_pt8,jet_pt9,jet_eta0,jet_eta1,jet_eta2,jet_eta3,jet_eta4,jet_eta5,jet_eta6,jet_eta7,jet_eta8,jet_eta9,jet_phi0,jet_phi1,jet_phi2,jet_phi3,jet_phi4,jet_phi5,jet_phi6,jet_phi7,jet_phi8,jet_phi9,jet_isb0,jet_isb1,jet_isb2,jet_isb3,jet_isb4,jet_isb5,jet_isb6,jet_isb7,jet_isb8,jet_isb9
-99.0,551.960693359,5,2,0,32.0534799979,-1.63612129226,195.749160767,58.4771537781,31.4096698761,0.0,0.0,1.27622938156,1.643907547,0.781087517738,0.0,0.0,-0.731827020645,1.81336414814,-1.27056014538,0.0,0.0,184.153625488,133.214752197,125.029464722,75.0313949585,34.5314712524,0.0,0.0,0.0,0.0,0.0,1.2622616291,1.67883610725,0.215225800872,1.84254848957,1.83628153801,0.0,0.0,0.0,0.0,0.0,-2.84754395485,0.550560593605,-0.288031488657,2.68972730637,1.38021421432,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0
-99.0,335.404876709,6,1,0,0.0,0.0,195.749160767,58.4771537781,31.4096698761,0.0,0.0,1.27622938156,1.643907547,0.781087517738,0.0,0.0,-0.731827020645,1.81336414814,-1.27056014538,0.0,0.0,90.0938568115,81.0619430542,58.1716461182,43.2804832458,31.8011722565,30.9957561493,0.0,0.0,0.0,0.0,0.533097147942,1.0581125021,0.774535357952,2.30088353157,1.5125541687,1.74684309959,0.0,0.0,0.0,0.0,0.477648019791,-3.07153964043,-1.89049613476,2.28455853462,-0.179023265839,1.23521161079,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0
-99.0,373.605560303,6,2,0,43.0408414203,1.02247376703,195.749160767,58.4771537781,31.4096698761,0.0,0.0,1.27622938156,1.643907547,0.781087517738,0.0,0.0,-0.731827020645,1.81336414814,-1.27056014538,0.0,0.0,98.3830490112,93.8874893188,64.1563720703,51.9021110535,39.8827552795,25.3937950134,0.0,0.0,0.0,0.0,-2.3079662323,-0.784703612328,1.90937674046,-1.5706435442,0.510482609272,1.37123775482,0.0,0.0,0.0,0.0,-0.94942253828,2.63896656036,-0.429069042206,2.20080757141,-0.795369505882,1.80662071705,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0
-99.0,812.588623047,6,2,0,134.526313865,2.13251065749,195.749160767,58.4771537781,31.4096698761,0.0,0.0,1.27622938156,1.643907547,0.781087517738,0.0,0.0,-0.731827020645,1.81336414814,-1.27056014538,0.0,0.0,176.067718506,175.758239746,173.309234619,135.398498535,108.422973633,43.6319389343,0.0,0.0,0.0,0.0,1.0285885334,2.49203968048,2.03752017021,2.27049660683,0.841666042805,1.5616505146,0.0,0.0,0.0,0.0,-3.05359792709,-0.216046124697,0.210635751486,-2.10647511482,0.693161010742,-3.00135779381,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0
-99.0,173.442092896,3,2,2,18.7443653707,2.78820452659,28.2278614044,37.796710968,31.4096698761,0.0,0.0,0.665246009827,0.925788581371,0.781087517738,0.0,0.0,1.53447937965,-2.31408882141,-1.27056014538,0.0,0.0,47.1219367981,30.6708145142,29.6247692108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931328237057,1.83949267864,1.27737915516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03824985027,-0.579658865929,-2.13881421089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,1,0
-99.0,541.79083252,5,2,0,208.55307203,2.95169339019,28.2278614044,37.796710968,31.4096698761,0.0,0.0,0.665246009827,0.925788581371,0.781087517738,0.0,0.0,1.53447937965,-2.31408882141,-1.27056014538,0.0,0.0,151.104476929,146.10168457,134.194381714,82.1093597412,28.2809562683,0.0,0.0,0.0,0.0,0.0,-0.944548308849,1.77260613441,1.15339410305,-0.742942154408,2.0805747509,0.0,0.0,0.0,0.0,0.0,-1.7481662035,1.46054089069,0.246911585331,-1.04175662994,0.028585402295,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0
-99.0,769.296630859,8,3,0,19.2142700544,1.93084603847,28.2278614044,37.796710968,31.4096698761,0.0,0.0,0.665246009827,0.925788581371,0.781087517738,0.0,0.0,1.53447937965,-2.31408882141,-1.27056014538,0.0,0.0,234.994506836,146.160064697,135.587738037,75.9566268921,53.535736084,44.1276283264,43.7089004517,35.2254714966,0.0,0.0,-0.720868289471,0.767652630806,0.444365590811,-0.643609941006,-0.303005456924,-1.04235351086,1.01687955856,0.0577056743205,0.0,0.0,2.07756686211,-0.403427779675,-0.807147026062,-1.7193069458,2.2694747448,2.80923652649,-2.58306765556,1.63458287716,0.0,0.0,0,0,0,0,1,0,1,1,1,0
-99.0,184.03024292,4,0,1,34.2805698141,-1.21623386899,47.9905319214,37.796710968,31.4096698761,0.0,0.0,0.699482381344,0.925788581371,0.781087517738,0.0,0.0,2.40581512451,-2.31408882141,-1.27056014538,0.0,0.0,54.8248939514,29.7777328491,26.3352909088,25.1018028259,0.0,0.0,0.0,0.0,0.0,0.0,-0.00271443929523,1.79172182083,0.203377589583,1.3824712038,0.0,0.0,0.0,0.0,0.0,0.0,1.1689094305,0.130696296692,-1.75385546684,2.40706419945,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,1,0
-99.0,312.416259766,2,2,2,92.5258134411,-1.90260170025,40.7391357422,64.5573730469,31.4096698761,0.0,0.0,-1.71949386597,-1.61595308781,0.781087517738,0.0,0.0,-2.14960598946,1.6348875761,-1.27056014538,0.0,0.0,120.516075134,86.6036529541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64790636301,-0.655212879181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549923658371,-2.98695087433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,1,1,0
-99.0,1191.390625,4,2,0,77.7140163102,-3.12754780075,40.7391357422,64.5573730469,31.4096698761,0.0,0.0,-1.71949386597,-1.61595308781,0.781087517738,0.0,0.0,-2.14960598946,1.6348875761,-1.27056014538,0.0,0.0,588.485778809,276.452819824,205.403442383,121.048576355,0.0,0.0,0.0,0.0,0.0,0.0,-1.02995920181,0.563041090965,-1.25418031216,-0.888124167919,0.0,0.0,0.0,0.0,0.0,0.0,-0.772555530071,2.70165228844,1.9988900423,1.6573754549,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,1,1,0
-99.0,175.332214355,3,2,1,126.447054001,3.11050843104,40.1668930054,64.5573730469,31.4096698761,0.0,0.0,1.77990710735,-1.61595308781,0.781087517738,0.0,0.0,1.18797552586,1.6348875761,-1.27056014538,0.0,0.0,64.8737564087,37.2744979858,33.0170669556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61575698853,1.65022850037,0.962237477303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.173298791051,-1.72636902332,-0.226043149829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,1,1,0
-99.0,491.554351807,4,1,1,24.4052871094,1.495384239,37.502155304,64.5573730469,31.4096698761,0.0,0.0,1.30869042873,-1.61595308781,0.781087517738,0.0,0.0,2.78589272499,1.6348875761,-1.27056014538,0.0,0.0,254.204345703,113.122215271,48.8449897766,37.880607605,0.0,0.0,0.0,0.0,0.0,0.0,1.88688802719,0.582705140114,-2.21823859215,0.349425047636,0.0,0.0,0.0,0.0,0.0,0.0,1.39087235928,-2.4361102581,-0.977676212788,-1.65055894852,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,1,1,0
-99.0,522.296875,4,3,0,41.9530636628,-1.25241469973,37.502155304,64.5573730469,31.4096698761,0.0,0.0,1.30869042873,-1.61595308781,0.781087517738,0.0,0.0,2.78589272499,1.6348875761,-1.27056014538,0.0,0.0,206.991088867,151.347610474,119.615959167,44.3422012329,0.0,0.0,0.0,0.0,0.0,0.0,0.995350599289,0.161725372076,0.968119442463,0.496417999268,0.0,0.0,0.0,0.0,0.0,0.0,-1.48294985294,0.669833600521,2.18716621399,-1.51062762737,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,1,1,1,0
-99.0,542.100280762,5,1,2,110.312047244,0.620424086735,70.6676177979,78.1780853271,31.4096698761,0.0,0.0,0.562636077404,-1.53015518188,0.781087517738,0.0,0.0,0.620117008686,1.96956670284,-1.27056014538,0.0,0.0,164.723968506,103.285697937,69.9583969116,28.8555011749,26.4309940338,0.0,0.0,0.0,0.0,0.0,-0.991287171841,-1.74408388138,-0.361545443535,-0.246721029282,-0.932380497456,0.0,0.0,0.0,0.0,0.0,-2.37201690674,-2.11046600342,1.15958189964,-1.64427280426,-0.186952516437,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0
-99.0,339.861450195,7,2,1,96.5047274277,0.0530314051689,30.2448806763,78.1780853271,31.4096698761,0.0,0.0,-1.3401440382,-1.53015518188,0.781087517738,0.0,0.0,1.4911314249,1.96956670284,-1.27056014538,0.0,0.0,65.0863189697,59.4642791748,59.0369606018,39.2232093811,31.3835601807,27.8074378967,27.6148090363,0.0,0.0,0.0,-1.11749517918,-2.18498563766,-1.63270616531,-0.836084961891,0.384281516075,-1.81357121468,-1.58234333992,0.0,0.0,0.0,2.87575602531,-1.65883266926,2.64281392097,-1.7176399231,2.56110620499,-0.15820607543,1.02542936802,0.0,0.0,0.0,0,1,1,0,0,0,0,1,1,0
-99.0,647.429626465,7,1,0,215.01454894,-0.693593337151,30.2448806763,78.1780853271,31.4096698761,0.0,0.0,-1.3401440382,-1.53015518188,0.781087517738,0.0,0.0,1.4911314249,1.96956670284,-1.27056014538,0.0,0.0,187.026824951,140.416061401,99.4287261963,85.1848144531,56.9142417908,47.6292457581,30.8296527863,0.0,0.0,0.0,-1.29387831688,2.14605808258,2.07762861252,0.818760752678,1.54410123825,1.09299075603,-2.09058785439,0.0,0.0,0.0,-2.85422277451,-2.90103936195,0.157805770636,1.11395585537,2.59675216675,0.191440299153,0.935924112797,0.0,0.0,0.0,0,0,0,0,1,0,0,1,1,0
-99.0,540.981811523,6,2,1,31.4116774372,-0.97310264038,63.9644050598,78.1780853271,31.4096698761,0.0,0.0,1.22822642326,-1.53015518188,0.781087517738,0.0,0.0,-0.221615731716,1.96956670284,-1.27056014538,0.0,0.0,191.506225586,106.82686615,51.1835708618,48.0646018982,44.5794563293,34.8566741943,0.0,0.0,0.0,0.0,-0.183325111866,1.25132381916,0.501462936401,1.52241635323,0.902888894081,0.162269860506,0.0,0.0,0.0,0.0,2.65418410301,-1.31905996799,2.02695894241,0.571242690086,0.57917547226,-2.12361550331,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,1,0
-99.0,1312.52294922,5,2,2,9.53950160723,-1.34057498246,28.696138382,94.6317749023,31.4096698761,0.0,0.0,-0.2564676404,0.16565464437,0.781087517738,0.0,0.0,3.08833289146,-1.21821522713,-1.27056014538,0.0,0.0,610.284729004,364.480712891,133.649291992,49.7468643188,31.0334758759,0.0,0.0,0.0,0.0,0.0,0.614971399307,-0.294419109821,-0.0831310227513,-1.98431074619,-2.3798635006,0.0,0.0,0.0,0.0,0.0,1.17444288731,-1.78786563873,-2.45846676826,0.71094340086,0.351156771183,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,1,0
-99.0,915.45904541,9,2,0,28.742984996,3.00566987659,28.696138382,94.6317749023,31.4096698761,0.0,0.0,-0.2564676404,0.16565464437,0.781087517738,0.0,0.0,3.08833289146,-1.21821522713,-1.27056014538,0.0,0.0,172.529754639,154.883117676,133.074707031,124.636528015,118.12247467,112.012336731,40.8300476074,32.1020011902,27.2681083679,0.0,0.627715647221,0.171537190676,0.551225960255,0.036745287478,1.00643217564,-1.55349481106,1.5363060236,-1.05783939362,-1.89981734753,0.0,3.14133119583,-0.310132414103,0.183923870325,-3.03059077263,-0.408696085215,3.08380389214,0.382148951292,-2.03759980202,1.75339758396,0.0,0,1,0,0,0,1,0,0,0,0
-99.0,1107.84924316,10,2,0,11.9805242477,0.286892506937,28.696138382,94.6317749023,31.4096698761,0.0,0.0,-0.2564676404,0.16565464437,0.781087517738,0.0,0.0,3.08833289146,-1.21821522713,-1.27056014538,0.0,0.0,284.165008545,251.031158447,220.913238525,91.38722229,61.218372345,50.2617683411,44.1928062439,37.3749771118,36.7780075073,30.5267219543,-0.29216375947,-1.37857067585,-1.2327631712,-1.01906764507,-2.02358078957,-2.33719205856,-1.77165019512,-1.74986100197,-0.917230665684,-1.66429746151,-1.08487224579,2.01050949097,-1.54529047012,-2.24952721596,0.646936953068,1.90097200871,1.54579007626,2.8530023098,1.47920453548,-0.230818495154,0,1,0,0,0,0,0,0,0,1
-99.0,396.435150146,6,2,0,19.1680145485,2.40908998659,28.696138382,94.6317749023,31.4096698761,0.0,0.0,-0.2564676404,0.16565464437,0.781087517738,0.0,0.0,3.08833289146,-1.21821522713,-1.27056014538,0.0,0.0,95.4029006958,75.5269241333,69.21849823,61.8340377808,52.8824577332,41.5703353882,0.0,0.0,0.0,0.0,-0.844532012939,0.156335756183,-1.43846237659,-0.202628672123,-0.0625431165099,-0.700127661228,0.0,0.0,0.0,0.0,-0.250976651907,-2.83436989784,-0.356452256441,2.72791695595,1.39986872673,3.10613322258,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1
-99.0,956.952575684,8,2,0,103.652350642,0.0774370436696,28.696138382,94.6317749023,31.4096698761,0.0,0.0,-0.2564676404,0.16565464437,0.781087517738,0.0,0.0,3.08833289146,-1.21821522713,-1.27056014538,0.0,0.0,285.919494629,216.726745605,105.808036804,91.5317230225,79.6912536621,67.22265625,55.7490882874,54.303565979,0.0,0.0,-1.30628597736,-0.907059848309,-0.960729837418,-0.975092887878,-1.70024085045,0.465636312962,2.41157484055,-1.6825555563,0.0,0.0,-1.12748146057,2.60257220268,2.08049106598,-2.9184691906,1.17496562004,2.1190571785,-0.81420892477,-0.185679808259,0.0,0.0,0,0,0,1,0,0,1,0,0,1
-99.0,664.730957031,8,2,0,289.505884844,0.629701445422,28.696138382,94.6317749023,31.4096698761,0.0,0.0,-0.2564676404,0.16565464437,0.781087517738,0.0,0.0,3.08833289146,-1.21821522713,-1.27056014538,0.0,0.0,117.120147705,116.177955627,97.4763336182,91.5579986572,79.0652389526,74.3891906738,49.9825439453,38.9615783691,0.0,0.0,0.977298676968,-0.760401785374,-0.783478736877,-1.21822059155,-1.06998538971,0.019967334345,-0.182596951723,-0.276849925518,0.0,0.0,-3.01638197899,-2.65736722946,-0.766053676605,-1.97514843941,2.83804774284,0.772875010967,2.53687858582,-1.35777056217,0.0,0.0,0,0,0,1,0,1,0,0,0,1
-99.0,1468.984375,8,2,0,20.1256914062,-0.338363631078,28.696138382,94.6317749023,31.4096698761,0.0,0.0,-0.2564676404,0.16565464437,0.781087517738,0.0,0.0,3.08833289146,-1.21821522713,-1.27056014538,0.0,0.0,564.371154785,305.497924805,287.99609375,91.526008606,72.4041900635,63.9845275879,48.5264358521,34.6779289246,0.0,0.0,-0.919471621513,0.777742147446,0.390420913696,0.655049443245,0.903874337673,-1.30795800686,-0.711643874645,0.254651993513,0.0,0.0,2.87040233612,-0.383330136538,-0.0620705224574,2.61187267303,0.90719550848,-2.47223639488,-0.930106520653,0.735960960388,0.0,0.0,0,1,0,0,0,0,1,0,0,1
-99.0,518.808288574,6,1,0,0.0,0.0,28.696138382,94.6317749023,31.4096698761,0.0,0.0,-0.2564676404,0.16565464437,0.781087517738,0.0,0.0,3.08833289146,-1.21821522713,-1.27056014538,0.0,0.0,167.022598267,127.013587952,77.3725204468,63.7769966125,58.0411376953,25.5813922882,0.0,0.0,0.0,0.0,0.601291716099,1.79701530933,0.300973296165,-0.0428431816399,1.1065120697,1.41013395786,0.0,0.0,0.0,0.0,-3.1158080101,-0.850951254368,1.03969967365,-0.0557489544153,1.75230181217,0.813752353191,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1
-99.0,412.262512207,6,2,0,0.0,0.0,28.696138382,94.6317749023,31.4096698761,0.0,0.0,-0.2564676404,0.16565464437,0.781087517738,0.0,0.0,3.08833289146,-1.21821522713,-1.27056014538,0.0,0.0,115.27797699,102.105331421,55.9246101379,54.6662559509,47.8262748718,36.4620704651,0.0,0.0,0.0,0.0,1.03656768799,1.78192186356,1.80360913277,2.28690290451,1.09082365036,0.485592484474,0.0,0.0,0.0,0.0,3.06978487968,-0.0309680718929,-1.12265443802,2.70583987236,-0.955799877644,-3.00437951088,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,1
-99.0,580.340087891,8,4,1,42.9977746934,-2.96653866445,37.6052818298,94.6317749023,31.4096698761,0.0,0.0,1.34116005898,0.16565464437,0.781087517738,0.0,0.0,0.481110394001,-1.21821522713,-1.27056014538,0.0,0.0,199.663772583,114.056632996,68.1407470703,41.0281639099,35.8746109009,31.8140659332,26.7268333435,25.4299659729,0.0,0.0,0.0459156222641,-1.52317726612,-1.00099956989,2.29651784897,-1.1394777298,0.185023829341,-2.22713446617,-1.4902755022,0.0,0.0,2.8632183075,-0.151060193777,-0.89442050457,0.0393072403967,0.405559837818,-2.51368927956,2.73536109924,0.68945556879,0.0,0.0,0,1,1,1,0,1,0,0,0,1
-99.0,320.584625244,5,1,0,28.2711748545,1.42326883466,37.6052818298,94.6317749023,31.4096698761,0.0,0.0,1.34116005898,0.16565464437,0.781087517738,0.0,0.0,0.481110394001,-1.21821522713,-1.27056014538,0.0,0.0,90.7540893555,80.9720306396,58.0594749451,54.030330658,36.7686958313,0.0,0.0,0.0,0.0,0.0,1.33682537079,1.66917955875,0.915954709053,0.643350481987,1.10482442379,0.0,0.0,0.0,0.0,0.0,-0.626246750355,-2.29227876663,0.628957569599,-1.76086640358,1.49716043472,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,1
-99.0,631.420776367,8,1,0,20.7407578125,2.55877131429,37.6052818298,94.6317749023,31.4096698761,0.0,0.0,1.34116005898,0.16565464437,0.781087517738,0.0,0.0,0.481110394001,-1.21821522713,-1.27056014538,0.0,0.0,165.528060913,153.958023071,88.9615249634,74.2267074585,50.8796272278,37.4898719788,34.5776176453,25.7993240356,0.0,0.0,-0.606775820255,2.01849770546,-1.02963149548,1.4215708971,1.18242609501,-1.04228210449,-1.84949970245,0.0647474601865,0.0,0.0,-0.204268038273,-2.80918645859,2.46314954758,0.359988868237,-2.67338085175,-0.368658393621,0.706514418125,3.12468147278,0.0,0.0,0,0,1,0,0,0,0,0,0,1
-99.0,270.175720215,5,2,0,6.17537158203,-2.48310542336,37.6052818298,94.6317749023,31.4096698761,0.0,0.0,1.34116005898,0.16565464437,0.781087517738,0.0,0.0,0.481110394001,-1.21821522713,-1.27056014538,0.0,0.0,63.5464134216,62.221282959,54.9291534424,54.0839958191,35.3948783875,0.0,0.0,0.0,0.0,0.0,-0.0743125900626,-0.392425835133,-0.8186185956,-1.89305746555,-1.06828951836,0.0,0.0,0.0,0.0,0.0,0.490354776382,-2.39500379562,-2.25997710228,1.58308541775,-0.644475460052,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,1
-99.0,282.502105713,4,2,1,88.8751384909,2.54365633806,40.0780334473,94.6317749023,31.4096698761,0.0,0.0,1.23125612736,0.16565464437,0.781087517738,0.0,0.0,-2.0791413784,-1.21821522713,-1.27056014538,0.0,0.0,81.4459152222,58.9124412537,58.1824226379,43.8833007812,0.0,0.0,0.0,0.0,0.0,0.0,-0.767973303795,-0.00759577518329,-0.761730313301,0.244245782495,0.0,0.0,0.0,0.0,0.0,0.0,-0.754705905914,0.932435750961,-2.17501521111,1.53745317459,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1
-99.0,989.37677002,8,3,0,83.9572355457,2.44578312673,40.0780334473,94.6317749023,31.4096698761,0.0,0.0,1.23125612736,0.16565464437,0.781087517738,0.0,0.0,-2.0791413784,-1.21821522713,-1.27056014538,0.0,0.0,278.525085449,189.615341187,153.101638794,125.099822998,108.804473877,54.2501716614,45.2699165344,34.7103233337,0.0,0.0,-0.143825262785,-0.236710801721,-2.0762720108,0.217955514789,-0.160324946046,-0.844884216785,-1.44005572796,-0.727010607719,0.0,0.0,-0.782335102558,1.81005978584,-0.222160071135,-2.84027457237,-2.39553570747,-0.700006186962,1.7790170908,-2.22465968132,0.0,0.0,0,1,0,1,0,0,0,1,0,1
-99.0,229.060180664,4,1,0,90.4662532256,-2.08381547013,40.0780334473,94.6317749023,31.4096698761,0.0,0.0,1.23125612736,0.16565464437,0.781087517738,0.0,0.0,-2.0791413784,-1.21821522713,-1.27056014538,0.0,0.0,110.645477295,63.5150718689,28.8574733734,26.0421657562,0.0,0.0,0.0,0.0,0.0,0.0,-0.619841337204,-0.302695900202,0.421995788813,-0.284590482712,0.0,0.0,0.0,0.0,0.0,0.0,1.80747818947,-1.00638735294,0.861991882324,0.132683038712,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1
-99.0,436.995056152,5,1,1,43.9580430796,0.194068776924,44.8697624207,94.6317749023,31.4096698761,0.0,0.0,-0.282850325108,0.16565464437,0.781087517738,0.0,0.0,-2.12239980698,-1.21821522713,-1.27056014538,0.0,0.0,125.254455566,107.049919128,69.5741195679,54.3772163391,35.8695793152,0.0,0.0,0.0,0.0,0.0,-1.17115950584,-1.00408434868,1.63278532028,-1.95605397224,-0.996945440769,0.0,0.0,0.0,0.0,0.0,-1.77036213875,1.24904918671,2.96040487289,0.366339862347,1.82987356186,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1
-99.0,386.911224365,4,1,1,107.969974651,-0.500606159652,93.3661804199,94.6317749023,31.4096698761,0.0,0.0,-2.04635286331,0.16565464437,0.781087517738,0.0,0.0,0.000181654904736,-1.21821522713,-1.27056014538,0.0,0.0,184.504119873,43.9274177551,39.973991394,25.1395378113,0.0,0.0,0.0,0.0,0.0,0.0,-1.49436128139,0.893770098686,-0.188772946596,1.96145093441,0.0,0.0,0.0,0.0,0.0,0.0,2.7932946682,1.25735831261,-1.58022546768,-2.78918862343,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1
-99.0,310.710693359,3,0,3,83.6148156564,0.891619389016,67.3910675049,38.978931427,30.2127304077,0.0,0.0,0.519530236721,1.06562077999,1.13402593136,0.0,0.0,-1.84435462952,0.092864766717,2.5734577179,0.0,0.0,77.5196456909,67.4767303467,29.1315746307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.467055916786,-0.576915323734,0.52631354332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90563178062,-0.721784949303,3.03079295158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1
-99.0,324.452056885,6,1,0,4.51219335937,-0.39118513925,67.3910675049,38.978931427,30.2127304077,0.0,0.0,0.519530236721,1.06562077999,1.13402593136,0.0,0.0,-1.84435462952,0.092864766717,2.5734577179,0.0,0.0,155.960281372,37.7519416809,34.2969398499,33.9884796143,32.196308136,30.2580833435,0.0,0.0,0.0,0.0,-1.32211399078,0.103772759438,-1.67497932911,0.284571945667,-1.85006582737,-1.86516463757,0.0,0.0,0.0,0.0,2.33759140968,2.50939512253,0.0887129753828,1.61348414421,-0.448918819427,2.770434618,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,1
-99.0,279.770233154,5,2,0,29.0171850948,0.320509875184,67.3910675049,38.978931427,30.2127304077,0.0,0.0,0.519530236721,1.06562077999,1.13402593136,0.0,0.0,-1.84435462952,0.092864766717,2.5734577179,0.0,0.0,97.663772583,61.8866195679,46.1100578308,46.0153236389,28.0944385529,0.0,0.0,0.0,0.0,0.0,0.00418741488829,-0.739736974239,-1.35046887398,-2.48222231865,-2.19705963135,0.0,0.0,0.0,0.0,0.0,2.56567215919,1.01973390579,-0.944309294224,-1.86724233627,1.21058952808,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,1
-99.0,766.594360352,6,2,1,341.889102456,3.09299526956,152.582000732,38.978931427,30.2127304077,0.0,0.0,-0.6413230896,1.06562077999,1.13402593136,0.0,0.0,2.18308997154,0.092864766717,2.5734577179,0.0,0.0,164.03263855,133.467712402,117.377105713,102.136543274,71.3217697144,25.676574707,0.0,0.0,0.0,0.0,-1.13724553585,-1.44416332245,1.22485411167,-1.14890706539,-0.923218429089,1.58477032185,0.0,0.0,0.0,0.0,-0.584971964359,-0.274336904287,-1.42801892757,0.302301466465,1.29094922543,-0.587550878525,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1
-99.0,270.825836182,4,1,1,129.004068858,-0.701262922276,43.4821662903,38.978931427,30.2127304077,0.0,0.0,0.155550077558,1.06562077999,1.13402593136,0.0,0.0,-1.25310409069,0.092864766717,2.5734577179,0.0,0.0,76.0116882324,65.3322753906,52.3446273804,33.6550559998,0.0,0.0,0.0,0.0,0.0,0.0,0.448767215014,-0.8635186553,-0.644170582294,0.379560023546,0.0,0.0,0.0,0.0,0.0,0.0,3.04021382332,2.41437792778,-2.69557023048,2.34149742126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,1
-99.0,333.242401123,5,2,1,50.6853973019,3.01451043937,72.5423583984,38.978931427,30.2127304077,0.0,0.0,-0.188878744841,1.06562077999,1.13402593136,0.0,0.0,2.66454386711,0.092864766717,2.5734577179,0.0,0.0,76.4915313721,51.0507507324,50.6338844299,41.3133010864,41.2106018066,0.0,0.0,0.0,0.0,0.0,-1.09273588657,-0.498714119196,-2.37186980247,-0.365098178387,-1.22613298893,0.0,0.0,0.0,0.0,0.0,-0.690674781799,1.68156898022,0.546101033688,0.0297930445522,2.1739294529,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,1
-99.0,291.967987061,5,2,0,8.60128528056,-1.92238156086,72.5423583984,38.978931427,30.2127304077,0.0,0.0,-0.188878744841,1.06562077999,1.13402593136,0.0,0.0,2.66454386711,0.092864766717,2.5734577179,0.0,0.0,104.027526855,58.5771751404,44.813079834,42.8027877808,41.7473945618,0.0,0.0,0.0,0.0,0.0,0.909174501896,0.602339327335,-0.426027685404,-0.202960878611,0.00601222924888,0.0,0.0,0.0,0.0,0.0,-2.94473648071,2.56423068047,2.27916359901,0.691282749176,-2.0192527771,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,1
-99.0,418.792175293,6,1,0,0.0,0.0,72.5423583984,38.978931427,30.2127304077,0.0,0.0,-0.188878744841,1.06562077999,1.13402593136,0.0,0.0,2.66454386711,0.092864766717,2.5734577179,0.0,0.0,178.422836304,96.1171417236,53.139705658,34.3586959839,31.5784778595,25.1752910614,0.0,0.0,0.0,0.0,-0.873506784439,-1.35748136044,2.44035625458,-1.83996355534,-2.24512577057,-0.648015022278,0.0,0.0,0.0,0.0,-2.2871568203,2.65399312973,0.15670953691,-1.16544723511,1.14355587959,0.0523373633623,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1
